tw_id,reference_year,tw_release_days,reference_year_amount,reference_year_tickets
13268,2024-01-01,3.0,46270,238
27557,2024-01-01,2.0,26850,160
27770,2024-01-01,29.0,622893,2806
29605,2024-01-01,12.0,528074,2214
18169,2024-01-01,4.0,28765,137
26149,2024-01-01,21.0,241390,1007
29064,2024-01-01,21.0,188153,802
26794,2024-01-01,17.0,185440,851
16947,2024-01-01,2.0,575,3
16808,2024-01-01,7.0,23465,112
28045,2024-01-01,16.0,164932,794
18305,2024-01-01,4.0,17850,85
16990,2024-01-01,4.0,15050,74
25101,2024-01-01,14.0,12240,68
18538,2024-01-01,2.0,1080,5
26349,2024-01-01,4.0,2720,19
29563,2024-01-01,17.0,84665,413
24213,2024-01-01,4.0,0,0
26731,2024-01-01,14.0,38835,184
12431,2024-01-01,2.0,19340,117
27551,2024-01-01,3.0,18390,119
29093,2024-01-01,26.0,1135291,4744
29372,2024-01-01,5.0,265206,1213
29652,2024-01-01,5.0,27354,129
26150,2024-01-01,25.0,208892,827
23338,2024-01-01,4.0,2890,13
27547,2024-01-01,50.0,6807221,26652
27495,2024-01-01,53.0,6603291,26256
28653,2024-01-01,53.0,5717297,22649
27997,2024-01-01,20.0,854685,3267
27235,2024-01-01,50.0,430298,2318
26431,2024-01-01,35.0,90488,406
29616,2024-01-01,3.0,26490,123
29238,2024-01-01,29.0,284246,1327
25177,2024-01-01,14.0,67800,564
27633,2024-01-01,77.0,1445616,6306
20201,2024-01-01,1.0,210,1
24138,2024-01-01,4.0,1190,5
27647,2024-01-01,40.0,429724,1775
26763,2024-01-01,21.0,321168,1359
27485,2024-01-01,49.0,308772,1399
27735,2024-01-01,18.0,214867,879
26147,2024-01-01,31.0,139416,679
27891,2024-01-01,20.0,112544,487
27158,2024-01-01,27.0,112101,500
23463,2024-01-01,47.0,1279364,5088
27007,2024-01-01,220.0,268488738,935923
27668,2024-01-01,154.0,218901016,819606
25730,2024-01-01,138.0,2320492,8684
26572,2024-01-01,120.0,123251287,473051
28240,2024-01-01,125.0,69916042,277214
28046,2024-01-01,153.0,54354514,202405
26668,2024-01-01,84.0,48973878,185221
27950,2024-01-01,112.0,43216872,175688
24925,2024-01-01,2.0,19140,66
27959,2024-01-01,79.0,34780331,124914
26492,2024-01-01,107.0,33372457,129355
27054,2024-01-01,73.0,30334425,95297
26918,2024-01-01,89.0,30299998,118593
28491,2024-01-01,73.0,30252085,101254
23602,2024-01-01,123.0,25541901,99437
13730,2024-01-01,7.0,397966,1460
26666,2024-01-01,122.0,20040426,77277
16420,2024-01-01,79.0,10367220,37153
28478,2024-01-01,75.0,18086922,68716
20610,2024-01-01,16.0,277432,1010
24544,2024-01-01,1.0,72840,168
15670,2024-01-01,3.0,0,0
29097,2024-01-01,59.0,15940773,57037
9977,2024-01-01,16.0,191492,746
26927,2024-01-01,67.0,9673074,36122
26383,2024-01-01,58.0,2044004,7184
20279,2024-01-01,2.0,530,2
22878,2024-01-01,15.0,193207,755
26478,2024-01-01,89.0,8491319,35567
19787,2024-01-01,7.0,1111860,2185
27600,2024-01-01,116.0,8436686,32495
29645,2024-01-01,12.0,7733353,30352
26553,2024-01-01,137.0,7623684,29372
28087,2024-01-01,56.0,7216381,21077
29592,2024-01-01,20.0,6884860,24933
27965,2024-01-01,58.0,6643072,23749
25400,2024-01-01,62.0,1892341,6427
17129,2024-01-01,22.0,1775688,3623
27157,2024-01-01,45.0,5706038,22751
28735,2024-01-01,58.0,5525703,20062
19000,2024-01-01,38.0,2520665,5184
25350,2024-01-01,59.0,1555087,5305
17498,2024-01-01,4.0,67987,250
23783,2024-01-01,15.0,125914,499
28752,2024-01-01,32.0,4265619,11212
23115,2024-01-01,4.0,422975,1349
26741,2024-01-01,71.0,4115958,10980
28160,2024-01-01,59.0,4101454,16072
28564,2024-01-01,53.0,4026254,15481
26122,2024-01-01,2.0,3300,13
19687,2024-01-01,4.0,1170,5
3033,2024-01-01,12.0,547960,2103
27667,2024-01-01,53.0,3633392,14469
28111,2024-01-01,49.0,3571301,14121
26515,2024-01-01,52.0,2972079,11306
27734,2024-01-01,24.0,3068476,10643
28838,2024-01-01,44.0,2668145,10019
28826,2024-01-01,34.0,2662453,9985
25324,2024-01-01,9.0,431460,1660
26502,2024-01-01,58.0,2517226,10397
26630,2024-01-01,26.0,2508847,5551
28637,2024-01-01,42.0,2394280,9008
26697,2024-01-01,36.0,2242547,6709
29009,2024-01-01,41.0,2209744,8819
20535,2024-01-01,2.0,1295,7
26578,2024-01-01,44.0,2138161,8642
26242,2024-01-01,28.0,119532,477
28777,2024-01-01,34.0,2090680,8433
25398,2024-01-01,28.0,26690,163
28392,2024-01-01,40.0,1907772,7502
23363,2024-01-01,1.0,10920,41
26552,2024-01-01,56.0,1537011,6390
28063,2024-01-01,35.0,1480393,5821
27301,2024-01-01,68.0,1366149,5866
18774,2024-01-01,1.0,28600,130
25991,2024-01-01,49.0,1204682,4802
29564,2024-01-01,13.0,1196818,4354
26778,2024-01-01,74.0,1186240,5029
26313,2024-01-01,59.0,580382,2273
27938,2024-01-01,48.0,1126822,4265
29517,2024-01-01,27.0,1093864,4547
29643,2024-01-01,19.0,1066716,3733
20170,2024-01-01,4.0,67987,238
27501,2024-01-01,43.0,1016082,3699
27958,2024-01-01,37.0,942810,3507
29390,2024-01-01,26.0,933400,3735
28476,2024-01-01,48.0,929405,4014
28159,2024-01-01,22.0,926630,3478
19852,2024-01-01,8.0,4310,19
19510,2024-01-01,1.0,30130,131
28753,2024-01-01,38.0,910475,3671
28377,2024-01-01,34.0,887957,3568
27812,2024-01-01,21.0,876557,3482
28570,2024-01-01,41.0,873064,3502
25245,2024-01-01,1.0,74980,326
27648,2024-01-01,48.0,754668,3286
27666,2024-01-01,34.0,737972,2970
27375,2024-01-01,29.0,734428,2766
26454,2024-01-01,22.0,111961,455
28778,2024-01-01,19.0,704285,2981
25761,2024-01-01,42.0,33795,419
19094,2024-01-01,2.0,85860,354
24835,2024-01-01,4.0,2060,9
28378,2024-01-01,33.0,652797,2368
27491,2024-01-01,34.0,625164,2706
27159,2024-01-01,2.0,617389,625
27379,2024-01-01,36.0,616325,2646
20047,2024-01-01,1.0,5970,27
27811,2024-01-01,33.0,588964,2373
27641,2024-01-01,32.0,578475,2126
26579,2024-01-01,50.0,568339,2400
27014,2024-01-01,60.0,562589,2529
26949,2024-01-01,36.0,554960,2372
26253,2024-01-01,25.0,12512,84
29187,2024-01-01,27.0,521464,1971
24913,2024-01-01,4.0,636,3
29465,2024-01-01,5.0,508384,2007
29052,2024-01-01,7.0,489030,1626
27228,2024-01-01,23.0,488333,1861
27646,2024-01-01,35.0,470465,2973
28231,2024-01-01,21.0,445932,1807
27523,2024-01-01,31.0,439076,2001
29516,2024-01-01,13.0,437873,1667
28493,2024-01-01,35.0,434637,1730
26580,2024-01-01,77.0,433431,1862
22801,2024-01-01,11.0,1540,6
27445,2024-01-01,25.0,414504,1894
26398,2024-01-01,38.0,143829,609
26139,2024-01-01,52.0,89425,524
8878,2024-01-01,1.0,14955,64
6308,2024-01-01,1.0,12840,65
28356,2024-01-01,22.0,371614,1638
26279,2024-01-01,19.0,64790,271
18228,2024-01-01,5.0,1960,7
28840,2024-01-01,1.0,343415,1330
27665,2024-01-01,24.0,323762,1364
27283,2024-01-01,21.0,308395,1179
28552,2024-01-01,18.0,300467,1348
28504,2024-01-01,23.0,287892,1258
27414,2024-01-01,28.0,286105,1204
28894,2024-01-01,68.0,282480,1175
18231,2024-01-01,3.0,1358,6
28484,2024-01-01,26.0,274327,1220
26426,2024-01-01,40.0,271969,1370
24954,2024-01-01,2.0,9090,39
25059,2024-01-01,3.0,6480,27
28435,2024-01-01,26.0,239299,1020
28166,2024-01-01,26.0,236445,1035
26960,2024-01-01,30.0,232973,1047
26388,2024-01-01,25.0,232791,1046
26448,2024-01-01,8.0,225109,864
26648,2024-01-01,22.0,224448,466
26843,2024-01-01,23.0,221357,869
25129,2024-01-01,3.0,5030,21
28178,2024-01-01,20.0,208972,937
29057,2024-01-01,27.0,207331,915
25062,2024-01-01,2.0,6160,26
26682,2024-01-01,26.0,191893,844
18764,2024-01-01,2.0,19200,90
25071,2024-01-01,3.0,6760,29
29389,2024-01-01,22.0,178095,805
25992,2024-01-01,23.0,170294,812
28655,2024-01-01,22.0,169785,799
29514,2024-01-01,1.0,167480,700
29237,2024-01-01,21.0,166130,699
27435,2024-01-01,27.0,164765,650
24531,2024-01-01,37.0,164465,648
28098,2024-01-01,35.0,150245,699
26845,2024-01-01,28.0,147585,662
26514,2024-01-01,8.0,139860,477
26606,2024-01-01,22.0,136298,613
29653,2024-01-01,1.0,132940,391
28410,2024-01-01,21.0,122829,532
28099,2024-01-01,21.0,120133,738
28747,2024-01-01,26.0,119270,469
27966,2024-01-01,36.0,112012,682
28532,2024-01-01,15.0,104849,415
23262,2024-01-01,2.0,8165,36
26645,2024-01-01,27.0,86265,379
27120,2024-01-01,1.0,83490,253
22797,2024-01-01,12.0,82796,353
26880,2024-01-01,15.0,72100,311
16958,2024-01-01,2.0,26910,160
29441,2024-01-01,1.0,62660,127
29618,2024-01-01,3.0,44860,222
26617,2024-01-01,18.0,35772,176
29440,2024-01-01,2.0,34800,65
27029,2024-01-01,4.0,33740,156
25649,2024-01-01,2.0,29930,156
25444,2024-01-01,2.0,28240,145
25672,2024-01-01,2.0,27380,139
25650,2024-01-01,2.0,24120,123
25445,2024-01-01,2.0,21710,109
27986,2024-01-01,2.0,21540,110
27978,2024-01-01,2.0,21390,116
25651,2024-01-01,2.0,21000,109
27983,2024-01-01,2.0,20970,107
26352,2024-01-01,5.0,4370,22
28385,2024-01-01,2.0,20400,103
26566,2024-01-01,14.0,18325,80
27982,2024-01-01,2.0,15060,78
27500,2024-01-01,10.0,10995,52
27151,2024-01-01,14.0,8565,39
27382,2024-01-01,10.0,8275,40
27327,2024-01-01,14.0,7560,35
24754,2024-01-01,2.0,200,1
27028,2024-01-01,6.0,6645,30
29689,2024-01-01,1.0,1020,2
24094,2024-01-01,1.0,21620,94
29621,2024-01-01,1.0,13430,68
20729,2024-01-01,2.0,1525,8
27913,2024-01-01,80.0,850896,4076
27109,2024-01-01,33.0,257454,1118
26884,2024-01-01,55.0,193637,1158
27180,2024-01-01,17.0,96578,446
27436,2024-01-01,14.0,93315,443
29328,2024-01-01,4.0,42440,207
29622,2024-01-01,1.0,12750,65
28114,2024-01-01,121.0,224747242,846787
25104,2024-01-01,14.0,13310,242
26751,2024-01-01,225.0,75793338,294162
26439,2024-01-01,138.0,60996436,232730
25994,2024-01-01,257.0,33042642,134038
25590,2024-01-01,60.0,258769,2732
25306,2024-01-01,65.0,148297,947
26635,2024-01-01,97.0,41783006,164568
28090,2024-01-01,112.0,32903662,123584
25586,2024-01-01,40.0,179165,1572
26664,2024-01-01,80.0,16673554,67144
28395,2024-01-01,81.0,16167136,66025
24718,2024-01-01,144.0,15707080,61116
23671,2024-01-01,1.0,31440,125
25063,2024-01-01,123.0,1628799,7541
21785,2024-01-01,1.0,0,0
23926,2024-01-01,20.0,72534,304
25422,2024-01-01,89.0,1091290,5295
25424,2024-01-01,64.0,11548869,45983
26076,2024-01-01,76.0,3470669,14506
27925,2024-01-01,48.0,10891431,42679
23714,2024-01-01,59.0,10725810,43902
27723,2024-01-01,81.0,10344781,39725
29111,2024-01-01,49.0,9877786,42229
26546,2024-01-01,133.0,8855418,35948
25222,2024-01-01,26.0,21907,164
27879,2024-01-01,85.0,7260933,27680
27462,2024-01-01,73.0,7015611,27018
28748,2024-01-01,44.0,5890305,22577
27567,2024-01-01,83.0,4932017,19664
27121,2024-01-01,92.0,4923610,18681
29379,2024-01-01,32.0,4839349,19305
28636,2024-01-01,75.0,4696288,20825
28405,2024-01-01,82.0,4196973,18761
27100,2024-01-01,44.0,3869210,15968
19608,2024-01-01,1.0,16400,82
27644,2024-01-01,62.0,3722806,14331
24752,2024-01-01,90.0,3349829,13384
26795,2024-01-01,74.0,3116195,13973
26788,2024-01-01,119.0,2947261,13282
23961,2024-01-01,41.0,39767,231
25522,2024-01-01,44.0,2808422,11851
24214,2024-01-01,58.0,2193690,8966
29611,2024-01-01,12.0,2089591,8312
27175,2024-01-01,59.0,2039163,9342
25818,2024-01-01,7.0,97860,412
28830,2024-01-01,42.0,1932558,7916
28088,2024-01-01,41.0,1882267,7132
15447,2024-01-01,5.0,148200,658
20176,2024-01-01,1.0,38280,159
28200,2024-01-01,7.0,1784900,4348
24239,2024-01-01,25.0,26650,293
27961,2024-01-01,36.0,1364582,5352
27017,2024-01-01,50.0,1252358,5284
25728,2024-01-01,49.0,68132,661
23139,2024-01-01,1.0,29000,116
27443,2024-01-01,54.0,1100649,4899
27328,2024-01-01,35.0,960300,4268
27340,2024-01-01,28.0,896244,3645
23934,2024-01-01,79.0,786770,3237
24257,2024-01-01,4.0,180350,737
28097,2024-01-01,20.0,804921,3634
23377,2024-01-01,31.0,641440,2748
29502,2024-01-01,12.0,619680,2315
25737,2024-01-01,70.0,478043,2066
25312,2024-01-01,39.0,43043,186
29430,2024-01-01,12.0,534010,2230
28311,2024-01-01,26.0,497605,2335
28363,2024-01-01,31.0,424559,1795
27660,2024-01-01,6.0,360620,1417
28070,2024-01-01,5.0,274540,1148
26594,2024-01-01,29.0,271130,1173
26872,2024-01-01,15.0,199748,855
22894,2024-01-01,17.0,193875,756
29573,2024-01-01,19.0,184585,745
27415,2024-01-01,22.0,124395,576
16356,2024-01-01,1.0,37300,127
27992,2024-01-01,21.0,87951,374
26479,2024-01-01,16.0,63872,262
28611,2024-01-01,16.0,59175,283
23701,2024-01-01,14.0,56153,236
27179,2024-01-01,16.0,50266,213
28736,2024-01-01,2.0,49250,99
28241,2024-01-01,1.0,39200,135
28890,2024-01-01,8.0,38720,182
28242,2024-01-01,1.0,37300,127
15719,2024-01-01,1.0,37280,157
21943,2024-01-01,4.0,13480,70
12236,2024-01-01,1.0,1100,5
26584,2024-01-01,2.0,24265,164
25679,2024-01-01,2.0,20405,137
25681,2024-01-01,2.0,18975,129
27873,2024-01-01,1.0,13640,62
12575,2024-01-01,1.0,2065,9
26780,2024-01-01,10.0,4200,46
27203,2024-01-01,1.0,0,0
28780,2024-01-01,75.0,20167154,79427
26560,2024-01-01,36.0,2806279,11811
29598,2024-01-01,12.0,2346004,9317
26707,2024-01-01,44.0,2035707,8484
20054,2024-01-01,2.0,2300,10
27178,2024-01-01,35.0,600672,2534
26650,2024-01-01,26.0,328312,1490
27945,2024-01-01,43.0,244026,1265
26568,2024-01-01,21.0,233650,1010
26555,2024-01-01,41.0,206044,886
26428,2024-01-01,4.0,235,1
26871,2024-01-01,10.0,107865,450
26742,2024-01-01,33.0,60504,392
26939,2024-01-01,3.0,36820,172
6091,2024-01-01,2.0,17915,86
27234,2024-01-01,53.0,1371144,6050
28207,2024-01-01,54.0,404524,1837
26314,2024-01-01,25.0,167369,734
27438,2024-01-01,24.0,87015,422
28411,2024-01-01,11.0,57572,262
29157,2025-01-01,1.0,2800,13
26856,2025-01-01,6.0,3770,14
19169,2025-01-01,3.0,250,1
27237,2025-01-01,3.0,430,2
26037,2025-01-01,2.0,1200,5
27053,2025-01-01,1.0,600,3
26405,2025-01-01,3.0,660,3
25311,2025-01-01,2.0,140,1
29715,2025-01-01,22.0,2707305,5845
25407,2025-01-01,4.0,1680,8
29439,2025-01-01,22.0,66147,249
26381,2025-01-01,3.0,2370,10
26219,2025-01-01,2.0,660,3
23796,2025-01-01,2.0,1670,7
26661,2025-01-01,1.0,0,0
25736,2025-01-01,1.0,220,1
29501,2025-01-01,1.0,2975,7
25638,2025-01-01,3.0,0,0
29630,2025-01-01,17.0,43843,173
26260,2025-01-01,2.0,1380,5
25494,2025-01-01,5.0,3130,13
26353,2025-01-01,4.0,1400,6
24206,2025-01-01,2.0,0,0
19640,2025-01-01,2.0,200,1
28506,2025-01-01,2.0,10642,42
29736,2025-01-01,20.0,1132462,4842
28964,2025-01-01,13.0,940552,3916
29099,2025-01-01,20.0,29700,396
25212,2025-01-01,1.0,140,1
28760,2025-01-01,9.0,12080,48
28270,2025-01-01,1.0,450,3
29371,2025-01-01,1.0,8150,38
29656,2025-01-01,9.0,34035,67
24351,2025-01-01,1.0,0,0
28219,2025-01-01,16.0,8625,115
23721,2025-01-01,1.0,0,0
29084,2025-01-01,7.0,1240,6
29718,2025-01-01,22.0,2575221,10214
27836,2025-01-01,2.0,640,3
29733,2025-01-01,13.0,6208745,22632
29096,2025-01-01,13.0,23300,90
27521,2025-01-01,2.0,1030,5
29717,2025-01-01,22.0,1810466,7316
29428,2025-01-01,4.0,3100,11
21436,2025-01-01,1.0,0,0
29610,2025-01-01,14.0,21960,84
28082,2025-01-01,10.0,16810,137
29635,2025-01-01,22.0,15169499,57960
29429,2025-01-01,22.0,3771061,14472
29190,2025-01-01,7.0,18020,268
29672,2025-01-01,20.0,1795926,7213
29012,2025-01-01,16.0,22718,81
29466,2025-01-01,1.0,500,2
21117,2025-01-01,10.0,114898,302
27655,2025-01-01,15.0,22455,148
24337,2025-01-01,1.0,12720,31
28065,2025-01-01,22.0,12150,162
23924,2025-01-01,1.0,0,0
24917,2025-01-01,7.0,35260,76
27834,2025-01-01,15.0,37195,350
28977,2025-01-01,9.0,71868,255
29376,2025-01-01,22.0,11600471,44620
28195,2025-01-01,3.0,7930,61
28565,2025-01-01,22.0,88785,769
29594,2025-01-01,22.0,25544328,93897
17104,2025-01-01,22.0,14215612,36284
29206,2025-01-01,22.0,432730,1535
29401,2025-01-01,22.0,6206593,20152
26581,2025-01-01,5.0,1040,5
28528,2025-01-01,22.0,165491,949
29094,2025-01-01,16.0,168717,558
28393,2025-01-01,13.0,81820,755
25536,2025-01-01,3.0,400,2
29633,2025-01-01,22.0,14487879,55074
28877,2025-01-01,6.0,345806,1234
29584,2025-01-01,22.0,787649,3021
27952,2025-01-01,4.0,1660,7
23614,2025-01-01,1.0,10120,44
25933,2025-01-01,4.0,700,4
20104,2025-01-01,6.0,1647885,4795
25044,2025-01-01,4.0,1190,5
29526,2025-01-01,22.0,1968011,7474
29087,2025-01-01,22.0,448476,1859
26926,2025-01-01,3.0,740,3
26278,2025-01-01,1.0,390,2
29513,2025-01-01,16.0,23790,81
28197,2025-01-01,9.0,8340,70
27623,2025-01-01,2.0,560,2
26305,2025-01-01,2.0,690,3
29716,2025-01-01,14.0,2636670,10562
25800,2025-01-01,3.0,0,0
29082,2025-01-01,22.0,319779,1275
28919,2025-01-01,12.0,68130,266
23787,2025-01-01,1.0,0,0
29714,2025-01-01,19.0,155033,665
29065,2025-01-01,3.0,2010,8
28626,2025-01-01,2.0,1260,5
28639,2025-01-01,16.0,27395,105
29400,2025-01-01,13.0,164126,661
20457,2025-01-01,1.0,2185,8
26430,2025-01-01,21.0,24645,96
29471,2025-01-01,1.0,540,2
29527,2025-01-01,6.0,1990,9
29593,2025-01-01,22.0,316323,1408
29484,2025-01-01,20.0,349111,1523
29702,2025-01-01,20.0,216727,945
29481,2025-01-01,6.0,152895,710
28776,2025-01-01,8.0,12244,51
29764,2025-01-01,13.0,52432,248
18898,2025-01-01,1.0,2930,13
18815,2025-01-01,1.0,2915,13
18848,2025-01-01,1.0,2915,13
18814,2025-01-01,2.0,5565,23
24498,2025-01-01,2.0,140,1
29605,2025-01-01,16.0,29960,121
24213,2025-01-01,2.0,140,1
29372,2025-01-01,22.0,290280,1326
29652,2025-01-01,9.0,17335,80
23338,2025-01-01,3.0,1080,5
27547,2025-01-01,2.0,2060,7
29757,2025-01-01,13.0,4097955,16037
29238,2025-01-01,4.0,2630,11
29524,2025-01-01,13.0,442495,1849
27633,2025-01-01,22.0,223180,996
23463,2025-01-01,7.0,71358,229
27007,2025-01-01,12.0,79438,250
23742,2025-01-01,4.0,87593,223
27668,2025-01-01,3.0,39257,95
25730,2025-01-01,2.0,8759,26
29653,2025-01-01,20.0,72965867,261726
28240,2025-01-01,1.0,12350,43
28046,2025-01-01,22.0,911781,2993
27959,2025-01-01,3.0,6212,19
28491,2025-01-01,1.0,115510,268
27054,2025-01-01,2.0,6273,17
28478,2025-01-01,1.0,600,4
29097,2025-01-01,6.0,22000,100
29645,2025-01-01,22.0,3168616,12062
29592,2025-01-01,22.0,2018456,7285
25400,2025-01-01,2.0,66740,268
25350,2025-01-01,2.0,68350,275
3033,2025-01-01,2.0,82149,307
26515,2025-01-01,1.0,108980,253
28838,2025-01-01,1.0,230,1
25324,2025-01-01,1.0,19800,90
29564,2025-01-01,22.0,530484,2011
29669,2025-01-01,7.0,1252515,4963
29643,2025-01-01,13.0,48244,164
29517,2025-01-01,7.0,20360,84
29465,2025-01-01,22.0,450908,1750
29390,2025-01-01,9.0,2500,9
19852,2025-01-01,1.0,730,3
28778,2025-01-01,22.0,148025,647
28165,2025-01-01,20.0,825806,3329
29052,2025-01-01,22.0,243921,1077
29514,2025-01-01,13.0,462276,2031
29516,2025-01-01,16.0,34760,131
22801,2025-01-01,2.0,420,2
28840,2025-01-01,1.0,25300,110
29707,2025-01-01,1.0,337030,645
28894,2025-01-01,22.0,50340,208
29483,2025-01-01,20.0,266542,1155
29057,2025-01-01,17.0,42090,324
29441,2025-01-01,3.0,176050,350
29623,2025-01-01,13.0,210176,933
29763,2025-01-01,1.0,171130,511
29440,2025-01-01,5.0,72660,136
29755,2025-01-01,2.0,93280,424
22797,2025-01-01,2.0,5876,23
29754,2025-01-01,7.0,87096,220
29689,2025-01-01,6.0,75870,141
28114,2025-01-01,9.0,8475,113
26439,2025-01-01,1.0,10920,52
25994,2025-01-01,6.0,146390,625
28395,2025-01-01,22.0,148275,942
29111,2025-01-01,22.0,5722531,24249
25424,2025-01-01,11.0,26640,108
27462,2025-01-01,22.0,28860,276
29611,2025-01-01,22.0,3029139,12168
29379,2025-01-01,22.0,278643,1150
27567,2025-01-01,22.0,94375,548
28636,2025-01-01,14.0,152470,670
28405,2025-01-01,1.0,17600,88
27100,2025-01-01,10.0,95910,367
25522,2025-01-01,16.0,49960,200
29502,2025-01-01,22.0,708406,2982
28097,2025-01-01,11.0,118399,477
29430,2025-01-01,20.0,372664,1542
25737,2025-01-01,1.0,29210,127
29573,2025-01-01,22.0,93454,352
28736,2025-01-01,1.0,66500,133
28611,2025-01-01,1.0,10560,48
28890,2025-01-01,10.0,15253,69
29165,2025-01-01,4.0,160395,688
29122,2025-01-01,3.0,111574,391
28780,2025-01-01,16.0,41710,384
29598,2025-01-01,22.0,1319499,5365
26560,2025-01-01,1.0,390,2
21616,2025-01-01,2.0,36059,130
29767,2025-01-01,13.0,216079,902
19250,2025-01-01,3.0,108550,489
29795,2025-01-01,3.0,70636,248
28207,2025-01-01,19.0,73909,313
8011,2025-01-01,2.0,73870,335
